id;UniversidadCompleto;Universidad;Universidad_Siglas;Facultad;Carrera;Country;Type;Genero;Edad;Q11;Q12;Q13;Q21;Q22;Q23;Q31;Q32;Q33;Q41;Q42;Q43;Q51;Q52;Q53;Q61;Q62;Q63;Q71;Q72;Q73;Q81;Q82;Q83
451;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios;Mexico;Private;Hombre;21;3;1;4;3;4;4;4;3;3;2;3;3;3;3;4;3;3;3;3;3;3;2;2;4
452;rret;rret;;;erter;No definido;;Hombre;19;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
453;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;LAET;Mexico;Private;Hombre;23;2;1;3;4;4;4;4;2;3;2;2;3;4;4;4;3;3;3;4;4;4;4;4;4
454;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;19;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4
455;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BIE;Mexico;Private;Hombre;18;3;1;1;4;4;3;4;1;1;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4
456;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de Becarios;Mexico;Private;Mujer;18;4;2;1;4;4;3;4;2;2;3;2;3;4;4;2;4;4;4;3;4;4;4;4;4
457;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;mty;engeneering;Mexico;Private;Hombre;18;2;2;2;3;3;3;4;2;3;2;2;2;4;4;4;4;4;4;4;4;4;3;4;4
458;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Tecnológico de Monterrey, México.;Mexico;Private;Hombre;21;2;1;3;4;4;4;4;4;4;1;1;4;4;4;4;1;1;1;2;2;4;1;3;4
459;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Civil;Mexico;Private;Hombre;21;3;3;3;4;4;3;3;4;4;2;2;2;3;4;4;2;2;1;2;3;3;2;3;3
460;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Becario;Mexico;Private;Hombre;19;4;2;4;4;2;2;4;2;2;2;2;3;4;3;2;2;2;2;2;2;2;2;3;3
461;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Mecánica;Mexico;Private;Hombre;18;3;3;2;2;3;2;3;2;2;2;3;3;3;3;3;2;2;2;3;3;3;2;3;3
462;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Biociencias ;Mexico;Private;Hombre;19;3;2;1;4;4;3;4;2;2;2;4;4;3;3;3;4;3;3;4;2;2;4;4;4
463;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Industrial;Mexico;Private;Hombre;18;3;3;2;3;4;2;4;3;3;3;4;2;4;3;3;4;2;3;3;3;3;3;4;3
464;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria en Mecatronica;Mexico;Private;Hombre;19;2;2;1;4;4;4;4;1;2;2;3;4;3;3;3;3;3;3;3;2;2;3;3;4
465;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Biociencias;Mexico;Private;Mujer;19;4;2;2;4;4;4;2;2;4;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4
466;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ARQ;Mexico;Private;Mujer;21;3;2;3;3;3;3;4;3;3;2;2;2;3;3;3;2;2;2;2;2;2;2;3;3
467;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios;Mexico;Private;Mujer;22;4;4;2;4;4;4;4;2;2;2;3;3;3;2;3;4;4;3;3;2;3;4;4;3
468;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Licenciado en Diseño (LDI);Mexico;Private;Hombre;20;2;4;2;1;4;3;3;4;3;3;3;3;4;2;1;2;1;1;1;3;3;3;4;4
469;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LIT;Mexico;Private;Mujer;20;3;4;3;4;4;2;3;4;3;3;3;2;4;4;4;4;4;4;3;4;3;3;4;3
470;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio de Becario;Mexico;Private;Mujer;18;4;3;3;4;4;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;4
471;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;CEM;IDM;Mexico;Private;Hombre;18;2;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;4;4;3;4;4
472;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria en tecnologias computacionales;Mexico;Private;Hombre;22;3;2;3;4;4;4;4;3;3;3;3;2;4;4;3;4;4;4;4;2;3;4;4;4
473;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Medicina Y Ciencias De La Salud;Mexico;Private;Hombre;20;4;4;4;4;4;4;2;4;4;1;1;1;4;4;4;3;2;3;4;3;3;2;2;2
474;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Testeo de plataformas educativas abiertas;Mexico;Private;Hombre;20;2;3;2;3;3;3;2;2;2;2;3;3;4;3;3;2;2;2;2;3;3;3;3;3
475;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;21;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;4;4
476;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Leon;Emprendimiento científico ;Mexico;Private;Hombre;19;4;2;3;3;4;4;4;3;4;2;3;2;4;4;3;3;3;4;4;4;4;1;4;3
477;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Tec 21 ;Mexico;Private;Hombre;19;4;4;4;3;4;2;3;3;2;2;3;3;4;4;4;2;2;2;3;2;2;3;2;1
478;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Tec 21;Mexico;Private;Mujer;18;3;4;3;1;2;3;2;4;4;2;4;4;4;4;4;1;1;1;1;3;3;1;1;3
479;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Mecatronica ;Mexico;Private;Hombre;20;3;3;4;4;2;4;3;3;4;4;4;3;4;3;4;3;4;3;3;4;3;3;3;3
480;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Relaciones Internacionales (servicio becario Research for Challenges);Mexico;Private;Mujer;19;4;3;4;3;4;4;4;4;4;3;4;4;4;4;4;2;2;2;3;3;3;3;2;3
481;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Licenciatura en Finanzas ;Mexico;Private;Hombre;19;2;2;2;3;3;2;4;3;3;2;3;3;3;3;3;2;2;2;2;3;2;2;3;3
482;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;Ideatón CxT FJ24;Mexico;Private;Hombre;20;3;3;3;2;4;4;1;2;2;4;3;3;3;2;2;4;4;3;4;4;3;3;2;3
483;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;19;1;4;2;4;4;4;1;4;1;1;1;4;4;4;1;4;1;3;3;1;4;1;4;1
484;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;ITC;Mexico;Private;Mujer;20;3;3;4;4;3;4;3;4;3;3;4;4;3;4;4;3;3;2;3;2;3;2;4;3
485;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IBT;Mexico;Private;Mujer;21;3;3;3;3;2;4;2;4;3;3;4;4;3;2;3;3;4;4;4;3;3;4;4;3
486;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;INA;Mexico;Private;Mujer;18;3;3;4;3;4;4;4;3;3;2;3;3;4;3;3;3;4;4;4;4;4;4;4;3
487;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de Becarios;Mexico;Private;Hombre;18;2;2;3;4;4;4;2;2;2;4;4;3;4;4;4;3;2;2;2;3;3;4;4;4
488;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus GDL;Ideaton CxT;Mexico;Private;Mujer;20;4;4;3;3;4;4;4;4;4;2;3;4;2;2;1;1;1;3;1;4;4;1;1;1
489;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;becario Ideatón CxT;Mexico;Private;Mujer;18;3;2;3;4;3;3;4;3;2;3;3;4;4;3;3;4;2;3;2;3;3;3;3;3
490;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria Industrial;Mexico;Private;Hombre;20;4;3;2;4;4;4;3;3;3;3;4;3;4;4;4;2;3;2;3;3;3;4;4;4
491;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus GDL;ITC;Mexico;Private;Hombre;21;4;3;4;4;4;3;3;4;4;3;3;4;4;4;2;4;2;3;3;2;4;3;3;3
492;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;22;3;4;4;3;4;2;3;4;4;4;3;3;3;4;3;4;3;3;4;3;3;3;3;3
493;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IM;Mexico;Private;Mujer;19;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
494;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;Médico Cirujano ;Mexico;Private;Mujer;20;2;2;4;4;4;4;4;4;4;3;4;4;4;4;4;2;3;2;4;4;4;4;3;4
495;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ideatón CxT;Mexico;Private;Hombre;19;4;2;2;3;4;4;4;4;4;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3
496;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;Licenciatura en Derecho;Mexico;Private;Mujer;19;2;3;3;3;3;3;2;2;2;2;3;3;3;2;3;2;3;1;3;3;4;2;2;3
497;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;CEM;IIS;Mexico;Private;Mujer;18;4;4;4;4;3;3;3;2;4;3;3;4;4;2;3;4;4;4;1;4;4;3;3;1
498;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria Mecatronica;Mexico;Private;Hombre;21;1;1;1;4;4;4;4;2;2;4;4;4;4;4;2;4;4;4;1;2;2;4;4;2
499;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa Becarios;Mexico;Private;Mujer;17;4;4;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
500;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Relaciones internacionales ;Mexico;Private;Mujer;19;3;2;4;4;4;4;4;4;4;3;3;3;4;4;4;2;3;3;4;4;3;4;4;4
501;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IBT;Mexico;Private;Hombre;18;2;2;2;4;4;3;3;2;2;3;3;4;4;4;3;3;3;3;2;2;2;3;3;3
502;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;bgb;Mexico;Private;Mujer;18;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
503;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Becarios;Mexico;Private;Hombre;18;4;3;4;3;4;3;4;3;4;3;4;4;3;4;3;4;3;4;4;3;3;4;4;3
504;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario ;Mexico;Private;Mujer;21;4;2;3;3;3;2;3;3;3;2;3;3;4;4;2;1;1;1;1;3;2;1;2;2
505;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;21;2;2;2;3;3;3;3;2;2;2;3;3;3;3;3;2;2;2;2;2;2;3;3;3
506;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;19;3;4;4;3;4;2;4;3;1;4;3;4;2;4;3;4;3;4;2;4;3;4;3;4
507;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario;Mexico;Private;Hombre;20;4;3;4;4;4;3;4;3;3;4;3;4;4;3;4;3;3;4;3;3;4;3;4;4
508;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Finanzas;Mexico;Private;Hombre;20;4;3;4;3;2;3;4;3;2;4;3;4;3;2;4;4;3;3;2;4;4;3;4;3
509;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Economía;Mexico;Private;Hombre;20;4;3;4;4;4;4;4;2;2;2;3;2;4;4;4;3;4;3;4;4;4;3;4;4
510;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;bgb;Mexico;Private;Mujer;19;4;3;1;4;4;4;4;4;4;1;1;2;4;4;4;4;2;4;4;4;4;4;4;4
511;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria: Innovacion y tecnologia;Mexico;Private;Hombre;18;2;3;2;3;3;2;3;2;3;2;3;3;2;3;2;3;2;4;3;4;3;3;3;2
512;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;conVIVENCIA TEC24;Mexico;Private;Mujer;19;3;2;4;2;2;3;4;3;3;2;2;3;3;2;1;4;3;3;3;2;3;4;4;2
513;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Ingeniería en Ciencias Computacionales;Mexico;Private;Hombre;20;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
514;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BGB;Mexico;Private;Mujer;20;4;4;4;3;4;3;4;4;4;3;4;3;3;4;3;2;2;3;3;3;3;2;4;4
515;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BFI;Mexico;Private;Hombre;20;4;3;1;4;4;3;4;2;3;1;4;4;4;4;3;4;4;4;4;4;3;4;4;4
516;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario;Mexico;Private;Hombre;19;3;4;3;3;4;3;4;3;3;4;3;3;3;4;2;3;4;3;4;3;3;4;4;4
517;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de becarios;Mexico;Private;Hombre;19;4;4;4;3;3;3;3;2;4;4;4;3;4;4;2;2;1;2;4;4;4;4;4;4
518;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Emprende con propósito ;Mexico;Private;Mujer;19;3;2;2;3;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;4;4;4;3;2
519;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;19;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
520;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LDE;Mexico;Private;Mujer;21;4;4;3;4;3;4;3;3;4;3;2;3;3;3;3;4;4;3;3;3;4;3;3;3
521;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria y ciencias;Mexico;Private;Hombre;19;4;3;4;3;4;4;4;4;4;4;3;4;4;4;3;3;2;2;3;4;3;1;3;3
522;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Carrera de Economía y Licenciatura en Derecho;Mexico;Private;Hombre;20;2;3;4;4;4;4;4;2;4;4;4;4;4;4;4;3;4;4;2;2;1;3;3;3
523;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Emprendimiento con vision de futuro;Mexico;Private;Hombre;18;3;3;2;2;2;3;3;3;2;2;4;1;1;1;3;3;3;2;2;2;2;2;2;3
524;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Hábilidades de investigación cientifica;Mexico;Private;Mujer;20;4;2;3;4;4;4;3;3;3;1;4;4;4;3;4;2;1;2;2;2;2;2;4;4
525;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Tec21;Mexico;Private;Hombre;20;3;2;4;2;4;4;3;4;4;4;4;4;2;4;4;2;1;3;3;4;4;2;2;4
526;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Plataformas Educativas Abiertas e Innovadoras;Mexico;Private;Hombre;20;3;3;3;2;3;3;3;4;4;4;3;4;3;4;3;4;3;4;3;3;3;3;2;2
527;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;programa becarios marzo- junio;Mexico;Private;Mujer;18;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;4
528;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa Becario ;Mexico;Private;Mujer;18;3;3;2;4;1;2;3;3;4;4;3;2;3;4;4;3;2;2;2;3;3;4;4;3
529;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;CxT;Mexico;Private;Hombre;19;4;3;3;4;4;4;3;2;2;2;2;3;4;4;4;3;3;3;2;3;3;4;3;4
530;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería ;Mexico;Private;Mujer;20;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;4;2;3;2;3;2
531;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Tecnologías Computacionales;Mexico;Private;Hombre;21;4;4;3;4;3;4;4;4;3;3;4;4;4;3;4;4;4;3;4;3;4;4;4;3
532;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario CxT ;Mexico;Private;Hombre;19;3;2;2;4;4;4;2;3;3;2;3;4;4;4;4;3;3;3;3;3;2;4;4;3
533;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;IAcomplex: Aceptación de la IA en la educación superior desde la complejidad;Mexico;Private;Mujer;18;2;4;4;4;4;3;3;3;2;3;4;4;3;3;4;3;2;4;2;3;3;4;4;3
534;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Médico Cirujano ;Mexico;Private;Mujer;17;4;3;3;4;4;3;3;3;2;3;4;3;2;3;3;3;3;4;4;3;4;4;4;4
535;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;servicio becario CxT (Guadalajara-FJ24);Mexico;Private;Hombre;19;2;1;3;4;3;4;3;3;2;3;4;4;4;4;3;1;1;1;3;3;3;2;4;4
536;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa becarios;Mexico;Private;Hombre;19;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
537;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Arquitectura;Mexico;Private;Mujer;18;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
538;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario;Mexico;Private;Mujer;22;3;2;1;4;4;1;3;3;3;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4
539;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ideaton CxT;Mexico;Private;Hombre;19;3;3;3;3;4;4;3;3;3;2;3;3;4;4;4;3;3;2;3;3;3;4;4;4
540;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Hombre;20;3;4;3;3;2;3;4;3;3;2;3;3;3;4;3;3;2;3;4;3;2;3;3;3
541;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;22;2;1;2;4;4;4;3;3;4;3;4;3;4;4;4;3;4;4;4;3;4;4;3;4
542;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; Campus Guadalajara;Emprendimiento Científico ;Mexico;Private;Hombre;20;4;2;4;3;4;4;4;3;4;3;3;3;4;4;4;4;2;3;4;4;2;3;4;4
543;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;negocios;Mexico;Private;Hombre;19;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3
544;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;CSF;LEC;Mexico;Private;Hombre;20;3;3;3;4;4;4;4;3;4;2;2;4;3;4;3;3;4;3;3;3;3;4;3;3
545;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LEC;Mexico;Private;Hombre;20;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
546;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios;Mexico;Private;Hombre;19;4;3;4;4;3;4;3;4;3;4;3;4;3;4;3;4;4;4;3;4;4;3;4;4
547;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en Educación ;Mexico;Public;Mujer;34;3;3;4;3;3;4;1;3;3;3;3;3;3;3;3;3;3;1;4;3;3;3;3;3
548;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Educación ;Mexico;Public;Hombre;48;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
549;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Licenciatura en Ciencias de la Educación;Mexico;Public;Mujer;35;2;3;3;4;4;4;4;4;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
550;Universidad Autónoma de Baja California (UABC);Universidad Autónoma de Baja California ;UABC;;Maestría en educación;Mexico;Public;Mujer;26;2;2;4;3;3;3;2;1;1;3;2;2;4;3;3;3;2;3;2;3;3;3;4;4
